TaxID Proveedor;Nombre Proveedor;N° Cotizacion;TaxID Comprador;Nombre Comprador;Usuario Comprador;Nombre Cotización;Fecha de creacion;Fecha de Publicación;Fecha de Cierre;RFQ Visualizada;RFQ Aceptada;RFQ Rechazada;RFQ Ofertada;Razon de rechazo;% Ofertas en RFQ;source
3-56372177;SO ENPA SPA;10002855-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:43:39.450;2024-02-15 12:44:55.427;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;16;Directa
4-35594167;EB Y PA SPA;10002855-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:43:39.450;2024-02-15 12:44:55.427;2024-02-16 19:00:00.000;SI;SI;NO;NO;NULL;16;Directa
4-62607067;SOMETDA LIMITADA;10002855-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:43:39.450;2024-02-15 12:44:55.427;2024-02-16 19:00:00.000;SI;SI;NO;NO;NULL;16;Directa
6-04591367;JUROCDA LTDA;10002855-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:43:39.450;2024-02-15 12:44:55.427;2024-02-16 19:00:00.000;SI;SI;NO;SI;NULL;16;Directa
9-00911908;INE LDA LTDA;10002855-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:43:39.450;2024-02-15 12:44:55.427;2024-02-16 19:00:00.000;SI;SI;NO;NO;NULL;16;Directa
4-03906877;FL MAPA SPA;10000485;77-93838267;MR DEALER SA;ltobar;Cotización 8677;2024-02-15 12:45:43.557;2024-02-15 12:48:59.610;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;25;Directa
5-07423869;NERAUSA SA;10000485;77-93838267;MR DEALER SA;ltobar;Cotización 8677;2024-02-15 12:45:43.557;2024-02-15 12:48:59.610;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;25;Directa
8-18366177;SETLAPA SPA;10000485;77-93838267;MR DEALER SA;ltobar;Cotización 8677;2024-02-15 12:45:43.557;2024-02-15 12:48:59.610;2024-02-16 17:10:00.000;SI;SI;NO;SI;NULL;25;Directa
9-00871268;GL FLSA SA;10000485;77-93838267;MR DEALER SA;ltobar;Cotización 8677;2024-02-15 12:45:43.557;2024-02-15 12:48:59.610;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;25;Directa
1-14604267;INNVEPA SPA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;22;Directa
2-00092259;FEAMUSA SA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;NO;NO;NO;NO;NULL;22;Directa
4-00031939;INCANSA SA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;22;Directa
4-07737769;ITTECSA SA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;NO;NO;NO;NO;NULL;22;Catalogo
5-10339067;VI OSEI EI;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;22;Directa
7-06019669;KSHILSA SA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;SI;NO;SI;NULL;22;Directa
8-26271667;TO PAPA SPA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;SI;NO;SI;NULL;22;Directa
9-04756067;NHHIDDA LTDA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;22;Directa
K-08699569;CONICSA SA;10002840-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 12:46:21.097;2024-02-15 12:45:00.000;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;22;Catalogo
2-06237267;IM HIDA LTDA;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;0;Directa
5-03324467;CEDRASA SA;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;0;Directa
5-07423869;NERAUSA SA;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;0;Directa
6-00677438;DIARADA LTDA;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
8-18366177;SETLAPA SPA;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;SI;NO;NO;NO;NULL;0;Directa
K-04689997;COMASA. LTDA.;10000486;77-93838267;MR DEALER SA;ltobar;Cotización 8679;2024-02-15 12:50:33.533;2024-02-15 12:52:15.713;2024-02-16 17:10:00.000;NO;NO;NO;NO;NULL;0;Directa
0-05521087;PETOCDA LTDA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;11;Catalogo
0-18003067;COTOSDA LIMITADA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;SI;SI;NO;NO;NULL;11;Directa
1-08224367;COSTRPA SPA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;SI;SI;NO;SI;NULL;11;Directa
1-08742969;REPERSA SA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;11;Directa
4-07721477;FOMECPA SPA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;11;Directa
5-03187367;ESLICDA LTDA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;11;Directa
9-00050339;PRIALSA SA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;11;Catalogo
9-06329287;CO SIDA LTDA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;11;Directa
K-06988077;COIZADA LTDA;6000059210-2;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 12:51:09.517;2024-02-15 12:51:39.090;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;11;Directa
1-14604267;INNVEPA SPA;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;SI;NO;NO;NULL;14;Directa
4-00822569;ROAC  A A;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;14;Directa
5-10339067;VI OSEI EI;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;SI;NO;SI;NULL;14;Directa
6-03587669;BCNG SA SA;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;14;Directa
8-26271667;TO PAPA SPA;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;14;Directa
9-00014439;DUMERDA LTDA;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;NO;NO;NO;NO;NULL;14;Directa
K-00951598;RONDEDA LTDA;10002872;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:03:36.357;2024-02-15 13:08:28.473;2024-02-16 19:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;14;Directa
6-00020439;MEA RSA SA;10017332;7-02521587;GLELOBA SA;cmeza;LB-RM-1059;2024-02-15 13:11:57.560;2024-02-15 13:15:48.087;2024-02-19 18:00:00.000;SI;SI;NO;SI;NULL;100;Directa
0-01152067;ELOMUDA LTDA;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
1-80184267;EMCOMES COMUNICACIONES;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
3-00073367;DELERIN  ;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
3-19260167;CMDORRA IMPORTADORA;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;SI;NO;NO;NULL;0;Directa
7-65626467;VECALPA SPA;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-11891267;CO BOPA SPA;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-81156467;LAECOES TELECOMUNICACIONES;6000045875;1-08581477;MACOP S.A;dgodoy-ext;10158400;2024-02-15 13:45:58.417;2024-02-15 14:01:54.243;2024-02-19 15:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
0-00738038;IMRA SA SA;10002828-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:48:14.897;2024-02-15 13:50:59.100;2024-02-19 21:00:00.000;SI;SI;NO;NO;NULL;0;Catalogo
4-82871067;DIGARRL EIRL;10002828-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:48:14.897;2024-02-15 13:50:59.100;2024-02-19 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-99353467;IN SEOS SERVICIOS;10002828-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:48:14.897;2024-02-15 13:50:59.100;2024-02-19 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
8-00212608;MECK SA SA;10002828-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:48:14.897;2024-02-15 13:50:59.100;2024-02-19 21:00:00.000;SI;NO;SI;NO;Requerimiento Confuso, Falta Información;0;Directa
8-9440538;MAORARE FREIRE;10002828-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 13:48:14.897;2024-02-15 13:50:59.100;2024-02-19 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0-03693997;E Z YDA LTDA;6000059217-1;6-00040629;EMNALEO SA;3nmartineza;PERNOS VARIOS;2024-02-15 14:08:47.433;2024-02-15 14:09:15.777;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;25;Directa
1-08224367;COSTRPA SPA;6000059217-1;6-00040629;EMNALEO SA;3nmartineza;PERNOS VARIOS;2024-02-15 14:08:47.433;2024-02-15 14:09:15.777;2024-02-20 02:00:00.000;SI;SI;NO;SI;NULL;25;Directa
1-08742969;REPERSA SA;6000059217-1;6-00040629;EMNALEO SA;3nmartineza;PERNOS VARIOS;2024-02-15 14:08:47.433;2024-02-15 14:09:15.777;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;25;Directa
K-06988077;COIZADA LTDA;6000059217-1;6-00040629;EMNALEO SA;3nmartineza;PERNOS VARIOS;2024-02-15 14:08:47.433;2024-02-15 14:09:15.777;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;25;Directa
0-03693997;E Z YDA LTDA;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;33;Directa
1-08224367;COSTRPA SPA;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;SI;SI;NO;SI;NULL;33;Directa
1-08742969;REPERSA SA;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;SI;SI;NO;SI;NULL;33;Directa
4-17538067;CO COTD LTD;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;33;Directa
9-06329287;CO SIDA LTDA;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;SI;NO;NO;NO;NULL;33;Directa
K-06988077;COIZADA LTDA;6000058798-1;6-00040629;EMNALEO SA;3nmartineza;TUERCAS VARIAS;2024-02-15 14:19:48.107;2024-02-15 14:20:22.880;2024-02-20 02:00:00.000;NO;NO;NO;NO;NULL;33;Directa
454131067;NOAN P. CORP.;6000059671;6-00040629;EMNALEO SA;ihernandez;Normas;2024-02-15 14:45:57.897;2024-02-15 20:19:46.610;2024-02-22 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
454131067;NOAN P. CORP.;6000059672;6-00040629;EMNALEO SA;ihernandez;normas;2024-02-15 14:50:57.943;2024-02-15 20:20:54.020;2024-02-22 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
5-10339067;VI OSEI EI;10002867-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 15:00:13.343;2024-02-15 15:01:14.213;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;20;Directa
6-84384067;EBALVDA LTDA;10002867-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 15:00:13.343;2024-02-15 15:01:14.213;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;20;Directa
7-06019669;KSHILSA SA;10002867-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 15:00:13.343;2024-02-15 15:01:14.213;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;20;Directa
8-26271667;TO PAPA SPA;10002867-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 15:00:13.343;2024-02-15 15:01:14.213;2024-02-16 19:00:00.000;SI;SI;NO;SI;NULL;20;Directa
9-04756067;NHHIDDA LTDA;10002867-1;2-00852388;CORGISA SA;ccarmona;Cesar Carmona Avalos;2024-02-15 15:00:13.343;2024-02-15 15:01:14.213;2024-02-16 19:00:00.000;SI;NO;NO;NO;NULL;20;Directa
9-00050829;ABB SSA SA;6000059673;6-00040629;EMNALEO SA;nandradeh;ANALIZADOR EN LÍNEA DE AZUFRE EN BLENDIN;2024-02-15 15:00:58.090;2024-02-16 18:05:57.357;2024-02-22 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
5-82885267;COENTPA SPA;10017333;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA MESA ELEVADORA;2024-02-15 15:30:00.363;2024-02-15 15:32:05.680;2024-02-16 15:30:00.000;SI;SI;NO;SI;NULL;100;Directa
9-29820467;BEO LDA LTDA;10017333;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA MESA ELEVADORA;2024-02-15 15:30:00.363;2024-02-15 15:32:05.680;2024-02-16 15:30:00.000;SI;SI;NO;SI;NULL;100;Directa
K-05779867;PENOLSA SA;10017333;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA MESA ELEVADORA;2024-02-15 15:30:00.363;2024-02-15 15:32:05.680;2024-02-16 15:30:00.000;SI;SI;NO;SI;NULL;100;Directa
5-05671599;JONE SA SA;6000059676;6-00040629;EMNALEO SA;nandradeh;REPUESTOS MANTENCION *JOHN CRANE;2024-02-15 15:30:58.330;2024-02-15 15:42:30.017;2024-02-20 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
0-01160869;DAEL  A A;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
1-08469869;SO CHSA SA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-01244777;INON DA LTDA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-03082987;EEELEDA LTDA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
5-01665869;TECOBDA LIMITADA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00674367;COODUPA SPA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7-03006387;DAAGADA LIMITADA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
K-49471967;SOCTRPA SPA;10017334;7-02521587;GLELOBA SA;cmeza;LB-RM-106;2024-02-15 15:44:40.667;2024-02-15 15:48:25.277;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-07834767;IPEC RL EIRL;6000059677;6-00040629;EMNALEO SA;3nmartineza;"P24; JUNTA DE ACERO CARBONO PARA INTERCAMBIADOR DE CALOR 30 1/8 X 31 3/8 X 1/8"" DIBUJO 56";2024-02-15 15:50:58.107;2024-02-15 15:55:01.790;2024-02-17 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-58780067;COHOMDA LTDA;6000059677;6-00040629;EMNALEO SA;3nmartineza;"P24; JUNTA DE ACERO CARBONO PARA INTERCAMBIADOR DE CALOR 30 1/8 X 31 3/8 X 1/8"" DIBUJO 56";2024-02-15 15:50:58.107;2024-02-15 15:55:01.790;2024-02-17 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-04501769;TECHIDA LTDA;10017335;7-02521587;GLELOBA SA;cmeza;LB-RM-1061;2024-02-15 15:54:09.417;2024-02-15 15:54:46.270;2024-02-19 18:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-07834767;IPEC RL EIRL;6000059678;6-00040629;EMNALEO SA;3nmartineza;"JUNTA 16.7/8x16.1/16"" AC.ASB.T.""I"" C-875";2024-02-15 15:55:58.070;2024-02-15 16:08:34.690;2024-02-17 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-58780067;COHOMDA LTDA;6000059678;6-00040629;EMNALEO SA;3nmartineza;"JUNTA 16.7/8x16.1/16"" AC.ASB.T.""I"" C-875";2024-02-15 15:55:58.070;2024-02-15 16:08:34.690;2024-02-17 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-06329287;CO SIDA LTDA;6000059678;6-00040629;EMNALEO SA;3nmartineza;"JUNTA 16.7/8x16.1/16"" AC.ASB.T.""I"" C-875";2024-02-15 15:55:58.070;2024-02-15 16:08:34.690;2024-02-17 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
026176002;MECOMNC INC;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;33;Directa
0-37295067;ZORIADA LIMITADA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;33;Directa
1-08469869;SO CHSA SA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;SI;NO;SI;NULL;33;Directa
1-25976767;GRISEPA SPA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;NO;NO;NO;NULL;33;Directa
3274142-65;GLNDURP CORP;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;NO;NO;NO;NULL;33;Directa
3-77260867;MASIEEC  ;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;NO;NO;NO;NULL;33;Directa
4-03082987;EEELEDA LTDA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;SI;NO;SI;NULL;33;Directa
7-84040067;DAOPIDA LTDA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;SI;SI;NO;SI;NULL;33;Directa
9-04729569;SCECTSA SA;6000045876;1-08581477;MACOP S.A;hmarin;0010158581 - urgente;2024-02-15 16:55:58.170;2024-02-15 17:52:59.090;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;33;Directa
5-00099929;IMIDOSA SA;6000059679;6-00040629;EMNALEO SA;cagonzalez;3000092288;2024-02-15 17:25:58.180;2024-02-15 17:41:54.437;2024-02-17 02:59:00.000;SI;SI;NO;NO;NULL;0;Directa
K-07324797;SITRUDA LTDA;6000059680;6-00040629;EMNALEO SA;nandradeh;REPUESTOS MANTENCION *DVPOWER;2024-02-15 17:35:58.313;2024-02-15 19:35:50.113;2024-02-21 03:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-07834767;IPEC RL EIRL;6000059684;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:15:59.057;2024-02-15 19:11:01.783;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
5-88855067;RPNTRSA SA;6000059684;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:15:59.057;2024-02-15 19:11:01.783;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-01346977;ALELIDA LTDA;6000059684;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:15:59.057;2024-02-15 19:11:01.783;2024-02-19 15:00:00.000;SI;SI;NO;NO;NULL;0;Directa
1-58570177;VAILES) (NELES);6000059685;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:20:58.330;2024-02-15 18:51:18.160;2024-02-19 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
2-00110358;TEATENA CHILENA;6000059685;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:20:58.330;2024-02-15 18:51:18.160;2024-02-19 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
2-09470569;SO CHSA SA;6000059685;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:20:58.330;2024-02-15 18:51:18.160;2024-02-19 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7-01346977;ALELIDA LTDA;6000059685;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:20:58.330;2024-02-15 18:51:18.160;2024-02-19 15:00:00.000;SI;SI;NO;NO;NULL;0;Directa
8-09559177;PRES DA LTDA;6000059685;6-00040629;EMNALEO SA;3dlopez;NULL;2024-02-15 18:20:58.330;2024-02-15 18:51:18.160;2024-02-19 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
K-08699569;CONICSA SA;6000045718-2;1-08581477;MACOP S.A;hmarin;10158008-10158148-10158149;2024-02-15 19:08:04.780;2024-02-15 19:08:29.107;2024-02-17 02:55:00.000;SI;SI;NO;SI;NULL;100;Directa
4-00098419;FI CHSA SA;10017336;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA REPUESTOS CAT;2024-02-15 19:15:02.763;2024-02-15 19:20:37.673;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;66;Directa
5-29647367;ENHILDA LIMITADA;10017336;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA REPUESTOS CAT;2024-02-15 19:15:02.763;2024-02-15 19:20:37.673;2024-02-16 17:00:00.000;SI;SI;NO;SI;NULL;66;Directa
6-48609767;AM PAPA SPA;10017336;7-02521587;GLELOBA SA;vmunoz;SEMANA 07-2024 COMPRA REPUESTOS CAT;2024-02-15 19:15:02.763;2024-02-15 19:20:37.673;2024-02-16 17:00:00.000;SI;SI;NO;SI;NULL;66;Directa
